AUTH_ID,AUTH_LAST,AUTH_FIRST,ALT_FIRST,PSEUD_LAST_1,PSEUD_FIRST_1,PSEUD_LAST_2,PSEUD_FIRST_2,PSEUD_LAST_3,PSEUD_FIRST_3,CANON,DATE_B,DATE_D,NATIONALITY,GENDER,RACE,HYPHENATED_IDENTITY,IMMIGRANT,SEXUAL_IDENTITY,EDUCATION,MFA,SECONDARY_OCCUPATION,COTERIE,RELIGION,CLASS,GEOGRAPHY
A_03103,Sheldon,Sidney,,,,,,,,,1917,2007,American,M,Caucasian,Russian-American,,,Northwestern U,,,,Jewish,,"Chicago, IL; Hollywood, CA"
A_03104,Shellabarger,Samuel,,Esteven,John,,,,,,1888,1954,American,M,,,,,"Princeton, Yale",,,,,,"Washington, D.C.; Princeton, NJ"
A_03105,Shem,Samuel,,,,,,,,,1944,,American,M,Caucasian,,,,Oxford,,Psychiatrist,,,,"Newton, MA"
A_03107,Shepherd,Nan,,,,,,,,,1893,1981,Scottish,F,,,,,U of Aberdeen,,,,,,"Aberdeen, Scotland"
A_03110,Sherman,Dan,,,,,,,,,,,American,M,Caucasian,,,,,,,,,,"Niles, OH; Philadelphia, PA"
A_03111,Sherman,Harold M.,,,,,,,,,1898,1987,American,M,,,,,U of MI,,Screenwriter,,,,"Traverse City, MI; New York, NY; Hollywood, CA"
A_03115,Shiel,M. P.,Matthew Phipps,,,,,,,,1865,1947,British,M,Caucasian,,,,,,,,,,"Montserrat, West Indies; UK"
A_03116,Shields,Carol,,,,,,,,,1935,2003,American,F,Caucasian,,,,"Hanover College, U of Ottawa",,Professor,,,,"Oak Park, IL; Winnipeg, Manitoba, Canada"
A_03117,Shields,David,,,,,,,,,1956,,American,M,Caucasian,,,,Brown,U of IA,,,,,"Los Angeles, CA; Seattle, WA"
A_03119,Shimer,R. H.,Ruth H.,,,,,,,,1924,2014,American,F,Caucasian,,,,U of Chicago,,,,,,"Chicago, IL; Bellevue, WA; Hollister, CA"
A_03120,Shiner,Lewis,,,,,,,,,1950,,American,M,Caucasian,,,,Southern Methodist U,,,,,,"Eugene, OR; TX; NC"
A_03121,Shivers,Louise,,,,,,,,,1929,2014,American,F,Caucasian,,,,,,,,,,"Wilson, NC; Augusta, GA"
A_03123,Short,Luke,,,,,,,,,1908,1975,American,M,Caucasian,,,,,,,,,,"Kewanee, IL"
A_03125,Shrake,Edwin,,,,,,,,,1931,2009,American,M,Caucasian,,,,U of TX,,Journalist,,,,"Fort Worth, TX"
A_03126,Shriver,Lionel,,,,,,,,,1957,,American,F,,,,,Barnard Coll,Columbia,Journalist,,,,"Gastonia, NC; London, UK"
A_03128,Shulman,Alix Kates,,,,,,,,,1932,,American,F,Caucasian,,,,"Case Western Reserve U, NYU",,Feminist,,,,"Cleveland, OH; New York, NY"
A_03129,Shulman,Neil,,,,,,,,,1945,,American,M,,,,,"George Washington U, Emory U",,Doctor,,,,"Washington, DC; Decatur, GA"
A_03130,Shuman,M. K,Malcom,,,,,,,,1941,,American,M,,,,,"Louisiana State U, U of New Mexico, Tulane ",,Archaeologist,,,,"Jackson, MS; Baton Rouge, LA"
A_03132,Shute,Nevil,,,,,,,,,1899,1960,British,M,Caucasian,,,,Oxford,,,,,,"London, UK; Melbourne, Australia"
A_03134,Siddons,Anne Rivers,,,,,,,,,1936,,American,F,Caucasian,,,,Auburn U,,,,,,"Atlanta, GA; Charleston, SC"
A_03135,Siegel,Barbara,,,,,,,,,,,American,F,,,,,,,Theater Critic,,,,"New York City, NY"
A_03136,Siegel,Robert,,,,,,,,,1939,2012,American,M,,,,,"Wheaton Coll, Harvard",Johns Hopkins,Professor,,,,"Oak Park, IL; Milwaukee, WI"
A_03137,Sigal,Clancy,,,,,,,,,1926,,American,M,Caucasian,,,,,,Screenwriter,,,,"Chicago, IL; Los Angeles, CA"
A_03138,Silber,Joan,,,,,,,,,1945,,American,F,Caucasian,,,,"Sara Lawrence Coll, NYU",,Professor,,,,"Millburn, NJ; New York, NY"
A_03139,Silko,Leslie Marmon,,,,,,,,,1948,,American,F,American Indian,Pueblo,,,U of NM,,,Native American Renaissance,,,"Albuquerque, NM; Tucson, AZ"
A_03141,Silverberg,Robert,,,,,,,,,1935,,American,M,Caucasian,,,,Columbia,,,,,,"New York, NY; San Francisco, CA"
A_03142,Simak,Clifford D.,,,,,,,,,1904,1988,American,M,Caucasian,,,,,,Journalist,,,,"Millville, WI; Minneapolis, MN"
A_03143,Simmons,Charles,,,,,,,,,1924,,American,M,,,,,,,Editor,,,,"New York, NY"
A_03144,Simmons,Dan,,,,,,,,,1948,,American,M,,,,,"Wabash Coll, Washington U",,,,,,"Peoria, IL"
A_03146,Simon,Roger Lichtenberg,,,,,,,,,1943,,American,M,Caucasian,,,,"Dartmouth, Yale Drama",,Screenwriter,,,,"New York, NY"
A_03147,Simonson,Sheila,,,,,,,,,1941,,American,F,,,,,U of WA,,Professor,,,,"MT; Vancouver, WA"
A_03149,Sims,George Caryl,,Cain,Paul,,,,,,1902,1965,American,M,,,,,,,Screenwriter,,,,"Des Moines, IA; North Hollywood, CA"
A_03150,Sinclair,Bertrand W.,,,,,,,,,1881,1972,Canadian,M,,,,,,,,,,,"Edinburgh, Scotland; Great Falls, MT; Vancouver, British Columbia, Canada"
A_03151,Sinclair,Upton,,,,,,,,C,1878,1968,American,M,Caucasian,,,,Columbia,,Journalist,Muckraker,,,"Baltimore, MD; Monrovia, CA; Englewood, NJ"
A_03152,Singer,Israel Joshua,,,,,,,,,1893,1944,American,M,Caucasian,Polish-American,1,,,,,,Jewish,,"Bilgoraj, Poland; New York, NY"
A_03153,Singer,Shelley,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,"Minneapolis, MN; Chicago, IL"
A_03156,Skinner,B. F.,,,,,,,,,1904,1990,American,M,Caucasian,,,,"Hamilton Coll, Harvard",,Psychologist,,,,"Susquehanna, PA; Minneapolis, MN"
A_03157,Sladek,John Thomas,,,,,,,,,1937,2000,American,M,Caucasian,,,,,,,,,,"Waverly, IA; Minneapolis, MN"
A_03158,Slaughter,Frank G.,Frank Gill,,,,,,,,1908,2001,American,M,Caucasian,,,,"Duke U, Johns Hopkins U Med",,,,,,"Washington, DC; Oxford, NC; Jacksonville, FL"
A_03159,Slavitt,David R.,,,,,,,,,1935,,American,M,,,,,"Yale, Columbia",,,,,,"White Plains, NY; Cambridge, MA"
A_03160,Slesinger,Tess,,,,,,,,,1905,1945,American,F,,,2,,Columbia,,Screenwriter,,Jewish,,"New York, NY; Los Angeles, CA"
A_03162,Slonczewski,Joan,,,,,,,,,1956,,American,F,Caucasian,,,,"Bryn Mawr Coll, Yale",,Biologist,,,,"Katonah, NY; Gambier, OH"
A_03163,Slosberg,Mike,,,,,,,,,,,American,M,Caucasian,,,,,,,,,,"New York, NY"
A_03165,Smedley,Agnes,,,,,,,,,1892,1950,American,F,,,,,"NYU, U of Berlin",,,,,,"Campground, MO; Raton, NM; Beijing, China"
A_03166,Smiley,Jane,,,,,,,,,1949,,American,F,Caucasian,,,,"Vassar Coll, U of IA",U of IA,Professor,,,,"Webster Groves, MO; Des Moines, IA"
A_03167,Smith,Alice Prescott,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,"WI; San Francisco, CA"
A_03168,Smith,Arthur Cosslett,,,,,,,,,1852,1926,American,M,,,,,,,,,,,
A_03169,Smith,Betty,,,,,,,,,1896,1972,American,F,Caucasian,German-American,2,,,,,,,,"New York, NY; Ann Arbor, MI; Chapel Hill, NC"
A_03170,Smith,C. W.,Charles William,,,,,,,,1940,,American,M,,,,,"N. Texas State U, N. Illinois U",,Teacher,,,,"Corpus Christi, TX; Indianapolis, IN"
A_03172,Smith,E. E.,,,,,,,,,1890,1965,American,M,Caucasian,,,,"U of ID, George Washington U",,Chemist,,,,"Sheboygan, WI; Washington, DC; Jackson, MI"
A_03173,Smith,Francis Hopkinson,,,,,,,,,1838,1915,American,M,Caucasian,,,,,,,,,,"Baltimore, MD; New York, NY"
A_03176,Smith,Julie,,,,,,,,,1944,,American,F,Caucasian,,,,U of MS,,Journalist,,,,"Savannah, GA; San Francisco, CA; New Orleans, LA"
A_03177,Smith,Lee,,,,,,,,,1944,,American,F,Caucasian,,,,Hollins Coll,,Professor,,,,"Grundy, VA; Raleigh, NC"
A_03178,Smith,Mabel S. C.,Mabell S. C.,,,,,,,,1864,1942,American,F,,,,,"Boston U, UNC",,Editor,,Episcopalian,,"Boston, MA; Arden, NC; New York City, NY"
A_03179,Smith,Mark,,,,,,,,,1935,,American,M,,,,,,,Professor,,,,"Durham, NH"
A_03180,Smith,Martin Cruz,,,,,,,,,1942,,American,M,American Indian,Pueblo,,,U of PA,,,,,,"Reading, PA; San Rafael, CA"
A_03182,Smith,Patrick D.,,,,,,,,,1927,2014,American,M,,,,,U of MS,,University Administrator,,,,"D'Lo, MS; Merritt Island, FL"
A_03183,Smith,Pauline,,,,,,,,,1883,1959,South African,F,,,,,,,,,,,"Oudtshoorn, South Africa; Dorset, England"
A_03186,Smith,Thorne,,,,,,,,,1892,1934,American,M,,,,,Dartmouth,,Advertising,,,,"Annapolis, MD; New York, NY; Berkeley Heights, NJ"
A_03188,Smith,Vern E,,,,,,,,,1946,,American,M,Black,African-American,,,"San Francisco State U, Columbia Journalism",,Journalist,,,,"Natchez, MS; Atlanta, GA"
A_03189,Smith,Wilbur A,,,,,,,,,1933,,South African,M,Caucasian,,,,Rhodes U,,,,,,"Kabwe, Zambia; Cape Town, South Africa"
A_03193,Smythe,James P,,,,,,,,,,,American,,,,,,,,,,,,
A_03195,Snell,Roy J,,,,,,,,,1878,1959,American,M,,,,,U of Chicago,,,,Congregational,,"Ladonia, MO; Detroit, MI"
A_03197,Snodgrass,Melinda M.,,,,,,,,,1951,,American,F,,,,,,,Screenwriter,,,,"Los Angeles, CA; Santa Fe, NM"
A_03198,Snodgrass,Richard,,,,,,,,,1940,,American,M,Caucasian,,,,UC Berkeley,California Coll of Arts and Crafts,Public Relations,,,,"Beaver Falls, PA; San Francisco, CA; Pittsburgh, PA"
A_03199,Snow,C. P.,,,,,,,,,1905,1980,British,M,Caucasian,,,,Cambridge,,Civil Servant,,,,"Leicester, UK; London, UK"
A_03200,Snow,Thad,,,,,,,,,1881,1954,American,M,,,,,,,,,,,"Greenfield, IN; Charleston, MO"
A_03201,Snyder,Zilpha Keatley,,,,,,,,,1927,2014,American,F,,,,,,,,,,,"Lemoore, CA; San Francisco, CA"
A_03202,Sohl,Jerry,,Mountjoy,Roberta Jean,,,,,,1913,2002,American,M,Caucasian,,,,,,Screenwriter,,,,"Los Angeles, CA; Thousand Oaks, CA"
A_03203,Solomita,Stephen,,,,,,,,,1943,,American,M,Caucasian,,,,,,,,,,"New York, NY"
A_03204,Solzhenitsyn,Aleksandr Isaevich,,,,,,,,,1918,2008,Russian,M,Caucasian,,,,Rostov State U,,,,,,"Kislovodsk, Russia; Kok-Terek, Kazahkstan; Colgne, Germany; Moscow, Russia"
A_03205,Somtow,S. P,,,,,,,,,1952,,American,M,Asian,Thai-American,,,Cambridge,,,,,,"Bangkok, Thailand; UK; US"
A_03206,Sontag,Susan,,,,,,,,,1933,2004,American,F,Caucasian,Polish-American,,,U of Chicago,,,,Jewish,,"New York, NY; North Hollywood, CA"
A_03207,Southern,Terry,,,,,,,,,1924,1995,American,M,,,,,Northwestern U,,Screenwriter,Beat,,,"Dallas, TX; New York, NY; London, UK"
A_03208,Southworth,Emma Dorothy Eliza Nevitte,,,,,,,,,1819,1899,American,F,Caucasian,,,,,,,,,,"Washington, DC"
A_03209,Spacks,Barry,,,,,,,,,1931,2014,American,M,Caucasian,,,,,,Professor,,,,"Philadelphia, PA; Cambridge, MA; Santa Barbara, CA"
A_03212,Spanbauer,Tom,,,,,,,,,1946,,American,M,Caucasian,,,Gay,ID State U,Columbia,,,,,"ID; Portland, OR"
A_03213,Spark,Muriel,,,,,,,,,1918,2006,Scottish,F,Caucasian,,,,,,,,Catholic,,"Edinburgh, Scotland; London, UK; Tuscany, Italy"
A_03215,Spearman,Frank H.,,,,,,,,,1859,1937,American,M,Caucasian,,,,,,Banker,,Catholic,,"McCook, NE"
A_03216,Speas,Jan Cox,,,,,,,,,1925,1971,American,F,Caucasian,,,,U of NC-Greensboro,,,,,,"Raleigh, NC"
A_03217,Spellman,Cathy Cash,,,,,,,,,1941,,American,F,Caucasian,,,,,,,,,,"Weehawken, NJ"
A_03219,Spencer,Elizabeth,,,,,,,,,1921,,American,F,,,,,"Bellhaven U, Vanderbilt U",,Professor,,,,"Carrollton, MS; Nashville, TN; Chapel Hill, NC"
A_03220,Spencer,LaVyrle,,,,,,,,,1943,,American,F,Caucasian,,,,,,,,,,"Browerville, MN"
A_03221,Spencer,Scott,,,,,,,,,1945,,American,M,Caucasian,,,,U of WI,,,,,,"Washington, DC; Rhinebeck, NY"
A_03222,Sperry,Armstrong,,,,,,,,,1897,1976,American,M,Caucasian,,,,,,Illustrator,,,,"New Haven, CT; New York, NY; Hanover, NH"
A_03223,Spillane,Mickey,,,,,,,,,1918,2006,American,M,Caucasian,,,,,,,,Jehovah's Witness,,"New York, NY; Elizabeth, NJ; Murrells Inlet, SC"
A_03224,Spinrad,Norman,,,,,,,,,1940,,American,M,Caucasian,,,,City Coll of NY,,,,,,"New York, NY"
A_03228,Squire,Elizabeth Daniels,,,,,,,,,,2001,American,F,Caucasian,,,,,,,Cozy,,,
A_03229,St. James,Ian,,,,,,,,,1936,,British,M,,,,,,,Businessman,,,,Ireland
A_03230,Stacton,David,,,,,,,,,1925,1968,American,M,,,,,,,,,,,NV
A_03232,Stapledon,Olaf,,,,,,,,,1886,1950,British,M,Caucasian,,,,"Oxford, U of Liverpool",,Philosopher,,,,"Wallasey, Cheshire, UK"
A_03233,Starbird,Kaye,,,,,,,,,,,American,F,Caucasian,,,,,,Librarian,,,,"Fort Sill, OK"
A_03234,Stasheff,Christopher,,,,,,,,,1944,,American,M,Caucasian,,,,"U of MI, U of NE",,Professor,,,,"Mount Vernon, NY; Ann Arbor, MI; Portales, NM"
A_03235,Stead,Christina,,,,,,,,,1902,1983,Australian,F,,,,,,,,,,,"Sydney, New South Wales, Australia; Hollywood, CA"
A_03236,Stebel,S. L,,,,,,,,,1923,,American,M,Caucasian,,,,U of Southern CA,,,,,,"Los Angeles, CA"
A_03237,Steel,Danielle,,,,,,,,,1947,,American,F,Caucasian,,,,NYU,,,,,,"New York, NY; San Francisco, CA"
A_03242,Stegner,Wallace,,,,,,,,C,1909,1993,American,M,Caucasian,,,,"U of UT, U of IA",,Professor,,,,"Lake Mills, IA; Los Altos, CA"
A_03243,Stein,Gertrude,,,,,,,,C,1874,1946,American,F,Caucasian,,,Lesbian,Radcliffe Coll,,,Modernism,Jewish,,"Oakland, CA; Baltimore, MD; Paris, France"
A_03244,Stein,Sol,,,,,,,,,1926,,American,M,Caucasian,,,,"City Coll of NY, Columbia",,Publisher,,,,"Chicago, IL; New York, NY"
A_03245,Steinbeck,John,,,,,,,,C,1902,1968,American,M,Caucasian,,,,,,,,,,"Monterey, CA"
A_03247,Steinke,Darcey,,,,,,,,,1962,,American,F,Caucasian,,,,Goucher Coll,U of VA,,,,,"Oneida, NY; New York, NY"
A_03248,Stellman,Louis J.,,,,,,,,,1877,1961,American,M,,,,,,,,,,,"Baltimore, MD; Menlo Park, CA"
A_03250,Stephens,C. A.,,,,,,,,,1844,1931,American,M,,,,,"Bowdoin Coll, Boston U Med",,,,,,"Norway, ME"
A_03251,Stephens,James,,,,,,,,,1882,1950,Irish,M,Caucasian,,,,,,,,,,"Dublin, Ireland; London, UK; Paris, France"
A_03253,Stephens,Robert Neilson,,,,,,,,,1867,1906,American,M,Caucasian,,,,,,,,,,"New Bloomfield, PA; New York, NY"
A_03255,Stern,Daniel,,,,,,,,,1928,2007,American,M,Caucasian,,,,,,Professor,,Jewish,,"New York, NY; Houston, TX"
A_03257,Stevens,C. M.,Charles McClellan,,,,,,,,1861,,American,M,,,,,,,Teacher,,,,"Chicago, IL; New York City, NY"
A_03259,Stevens,Isaac Newton,,,,,,,,,1858,1920,American,M,,,,,,,Lawyer,,,,"Colorado Springs, CO"
A_03261,Stevenson,Burton Egbert,,,,,,,,,1872,1962,American,M,,,,,Princeton,,Librarian,,,,"Chillicothe, OH"
A_03262,Stevenson,D. E.,Dorothy Emily,,,,,,,,1892,1973,Scottish,F,Caucasian,,,,,,,,,,"Edinburgh, Scotland"
A_03264,Stewart,Alfred Walter,,Connington,J. J.,,,,,,1880,1947,British,M,,,,,"Glasgow U, U Coll London",,Chemist,,,,"Glasgow, Scotland"
A_03266,Stewart,Edward,,,,,,,,,1938,1996,American,M,Caucasian,,,,Harvard,,,,,,"New York, NY"
A_03267,Stewart,George R.,,,,,,,,,1895,1980,American,M,Caucasian,,,,"Princeton, Berkeley, Columbia",,Professor,,,,"Sewickley, PA; San Francisco, CA"
A_03268,Stewart,J. I. M.,John Innes Mackintosh,Innes,Michael,,,,,,1906,1994,Scottish,M,,,,,Oxford,,Professor,,,,"Edinburgh, Scotland; Adelaide, South Australia, Australia; London, UK"
A_03270,Still,James,,,,,,,,,1906,2001,American,M,Caucasian,,,,"U of IL, Vanderbilt",,,,,,"Lafayette, AL; Hindman, KY"
A_03273,Stocking,Charles Francis,,,,,,,,,1873,,American,M,Caucasian,,,,U of Chicago,,Journalist,,,,"Chicago, IL; Denver, CO; Freeport, IL"
A_03276,Stoddard,Elizabeth,,,,,,,,,1823,1902,American,F,Caucasian,,,,,,,,,,"Mattapoisett, MA"
A_03277,Stoddard,William Osborn,,,,,,,,,1835,1925,American,M,,,,,U of Rochester,,Civil Servant,,,,"Homer, NY; Madison, NJ"
A_03278,Stone,Irving,,,,,,,,,1903,1989,American,M,,,,,Berkeley,,,,Jewish,,"San Francisco, CA; Los Angeles, CA"
A_03279,Stone,Robert,,,,,,,,C,1937,2015,American,M,Caucasian,,,,,,,,,,"New York, NY; New York, NY"
A_03280,Stoppard,Tom,,,,,,,,,1937,,British,M,Caucasian,,,,,,Playwright,,,,"Zlin, Czech Republic; Darjeeling, India"
A_03282,Stout,Rex,,,,,,,,,1886,1975,American,M,Caucasian,,,,U of KS,,Radio,,,,"Topeka, KS; New York, NY"
A_03285,Stoyenoff,Norma Davis,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,"MIllburn, NJ; New York, NY"
A_03286,Stratemeyer,Edward,,,,,,,,,1862,1930,American,M,Caucasian,German-American,2,,,,Publisher,,,,"Elizabeth, NJ"
A_03287,Stratton-Porter,Gene,,,,,,,,,1863,1924,American,F,Caucasian,,,,,,,,,,"Lagro, IN"
A_03288,Straub,Peter,,,,,,,,,1943,,American,M,Caucasian,,,,"U of WI, Columbia",,,,,,"Milwaukee, WI; New York, NY"
A_03289,Streatfeild,Noel,,,,,,,,,1895,1986,British,F,Caucasian,,,,,,,,,,"Sussex, UK"
A_03290,Street,Cecil,,Rhode,John,,,,,,1884,1964,British,M,,,,,,,Military,,,,"Gibraltar; Dublin, Ireland; London, UK"
A_03292,Streeter,Edward,,,,,,,,,1891,1976,American,M,Caucasian,,,,Harvard,,,,,,"Buffalo, NY; New York, NY"
A_03293,Streeter,John Williams,,,,,,,,,1841,1905,American,M,Caucasian,,,,"Ann Arbor U, Hahnemann Medical Coll",,Doctor,,,,"Ashtabula, OH; Chicago, IL"
A_03294,Streshinsky,Shirley,,,,,,,,,1934,,American,F,,,,,U of Illinois,,Journalist,,,,"Alton, IL; Berkeley, CA"
A_03295,Stribling,T. S.,,,,,,,,,1881,1965,American,M,Caucasian,,,,"U of North AL, U of AL Law",,Lawyer,,,,"Clifton, TN; Tuscaloosa, AL; Nashville, TN"
A_03296,Strieber,Whitley,,,,,,,,,1945,,American,M,Caucasian,,,,U of TX,,,,Catholic,,"San Antonio, TX; CA"
A_03297,Stringer,Arthur,,,,,,,,,1874,1950,American,M,Caucasian,Canadian-American,1,,U of Toronto,,,,,,"Chatham, Ontario, Canada; Mountain Lakes, NJ"
A_03299,Strong,Jonathan,,,,,,,,,1944,,American,M,,,,,Harvard,,Teacher,,,,"Evanston, IL; Somerville, MA"
A_03300,Strong,L. A. G.,Leonard Alfred George,,,,,,,,1896,1958,British,M,Caucasian,,,,Oxford,,,,,,"Plymouth, Devon, UK"
A_03301,Strunsky,Simeon,,,,,,,,,1879,1948,American,M,,Belarusian-American,1,,Columbia,,Editor,,Jewish,,"New York, NY"
A_03302,Stuart,Alexander,,,,,,,,,1955,,American,M,Caucasian,Anglo-American,1,,U of Miami,,Screenwriter,,,,"London, UK; Brighton, UK; Los Angeles, CA"
A_03304,Stuart,Jesse,,,,,,,,,1906,1984,American,M,,,,,"Lincoln Memorial U, Vanderbilt U",,Teacher,,,,"Riverton, KY; Portsmouth, OH"
A_03305,Stuart,Ruth McEnery,,,,,,,,,1849,1917,American,F,Caucasian,,,,,,,,,,"Marksville, LA; New York, NY"
A_03306,Stubbs,Harry,,Clement,Hal,,,,,,1922,2002,American,M,Caucasian,,,,"Harvard, Boston U, Simmons",,Physicist,,,,"Somerville, MA; Boston, MA"
A_03307,Sturgeon,Theodore,,,,,,,,,1918,1985,American,M,Caucasian,,,,,,,,,,"New York, NY; Springfield, OR"
A_03309,Styron,William,,,,,,,,C,1925,2006,American,M,Caucasian,,,,Duke U,,,,,,"New York, NY"
A_03310,Sublett,Jesse,,,,,,,,,1954,,American,M,Caucasian,,,,,,,,,,"Johnson City, TX; Austin, TX"
A_03311,Suhl,Yuri,,,,,,,,,1908,1986,American,M,,Polish-American,1,,,,,,Jewish,,"Galicia, Ukraine; New York, NY"
A_03312,Sullivan,Faith,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,"MN; New York, NY; Los Angeles, CA"
A_03313,Sullivan,May Kellogg,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,"Dawson, AK"
A_03316,Sussman,Susan,,,,,,,,,,,American,F,Caucasian,,,,,,Journalist,,,,"Chicago, IL"
A_03317,Sutcliff,Rosemary,,,,,,,,,1920,1992,British,F,,,,,,,,,,,"East Clandon, Surrey, UK"
A_03318,Sutton,Jeff,,,,,,,,,1913,1979,American,M,,,,,San Diego State U,,,,,,"Los Angeles, CA"
A_03319,Swados,Harvey,,,,,,,,,1920,1972,American,M,,,,,U of MI,,Professor,,,,"Buffalo, NY; Chesterfield, MA"
A_03320,Swarthout,Glendon Fred,,,,,,,,,1918,1992,American,M,Caucasian,,,,"U of MI, MI State U",,Professor,,,,"Pinckney, MI; Scottsdale, AZ"
A_03321,Sweetser,Kate Dickinson,,,,,,,,,,1939,American,F,,,,,,,,,,,"New York, NY"
A_03323,Swift,Edward,,,,,,,,,1943,,American,M,Caucasian,,,Gay,,,,,,,"New York, NY"
A_03327,Swigart,Rob,,,,,,,,,,,American,M,Caucasian,,,,,,,,,,
A_03328,Swinburne,Algernon Charles,,,,,,,,,1837,1909,British,M,Caucasian,,,,Oxford,,,Decadent,,,"London, UK"
A_03329,Swinnerton,Frank,,,,,,,,,1884,1982,British,M,,,,,,,,,,,"London, UK; Cranleigh, Surrey, UK"
A_03330,Sylvester,Harry,,,,,,,,,1908,1993,American,M,,,,,Notre Dame U,,Civil Servant,,Quaker,,"New York, NY; Washington, DC"
A_03331,Symons,Julian,,,,,,,,,1912,1994,British,M,,Anglo-Russian,2,,,,,,Jewish,,"London, UK"
A_03333,Tagore,Rabindranath,,,,,,,,,1861,1941,Indian,M,South Asian,,,,,,,Modernism,,,"Calcutta; West Bengal, India"
A_03336,Tarkington,Booth,,,,,,,,C,1869,1946,American,M,Caucasian,,,,Princeton,,,,,,"Indianapolis, IN; Kennebunkport, ME"
A_03337,Tarr,Judith,,,,,,,,,1955,,American,F,Caucasian,,,,"Mount Holyoke Coll, Cambridge, Yale",,,,,,"Augusta, ME"
A_03340,Taylor,Elizabeth,,,,,,,,,1912,1975,British,F,Caucasian,,,,,,,,,,"Reading, Berkshire, UK; Penn, Buckinghamshire, UK"
A_03341,Taylor,Janelle,,,,,,,,,1944,,American,F,,,,,"Med Coll of GA, Augusta State U",,,,,,"Athens, GA"
A_03343,Taylor,Kathrine Kressmann,,,,,,,,,1903,1996,American,F,Caucasian,,,,U of OR,,Professor,,,,"Portland, OR; San Francisco, CA; Gettysburg, PA"
A_03345,Taylor,Phoebe Atwood,,,,,,,,,1909,1976,American,F,,,,,,,,,,,"Boston, MA"
A_03346,Taylor,Robert Lewis,,,,,,,,,1912,1998,American,M,,,,,U of IL,,,,,,"Carbondale, IL"
A_03347,Taylor,Sheila Ortiz,,,,,,,,,1939,,American,F,Latino/a,Mexican-American,,Lesbian,"CA State U-Northridge, UCLA",,,,,,"Los Angeles, CA"
A_03348,Taylor,Sydney,,,,,,,,,1904,1978,American,F,,,,,,,,,Jewish,,"New York, NY"
A_03349,Teilhet,Darwin L.,,,,,,,,,1904,1964,American,M,,,,,,,,,,,"Weyanet, IL; Palo Alto, CA"
A_03351,Tepper,Sheri S,,,,,,,,,1929,,American,F,Caucasian,,,,,,,,,,"Littleton, CO; Santa Fe, NM"
A_03352,Terhune,Albert Payson,,,,,,,,,1872,1942,American,M,Caucasian,,,,Columbia,,Dog Breeder,,,,"Newark, NJ; Pompton Lakes, NJ"
A_03353,Terpening,Ron,,,,,,,,,1946,,American,M,Caucasian,,,,"U of OR, Berkeley",,Professor,,,,"Bellingham, WA; Tucson, AZ"
A_03355,Thayer,Nancy,,,,,,,,,1943,,American,F,,,,,,,,,,,"Nantucket, MA"
A_03356,Theroux,Paul,,,,,,,,C,1941,,American,M,Caucasian,,,,U of MA,,,,,,"Medford, MA; London, UK"
A_03357,Thirkell,Angela,,,,,,,,,1890,1961,British,F,Caucasian,,,,,,,,,,"London, UK; Melbourne, Australia"
A_03358,Thoene,Bodie,,,,,,,,,1951,,American,F,Caucasian,,,,,,,,,,"Bakersfield, CA"
A_03359,Thom,James Alexander,,,,,,,,,,,American,M,Caucasian,,,,"Butler, U",,,,,,"Gosport, IN"
A_03361,Thomas,D. M,,,,,,,,,1935,,British,M,,,,,Oxford,,,,,,"Redruth, Cornwall, UK"
A_03362,Thomas,Dylan,,,,,,,,,1914,1953,Welsh,M,Caucasian,,,,,,,,,,"Swansea, Wales; London, UK"
A_03363,Thomas,Elizabeth Marshall,,,,,,,,,1931,,American,F,,,,,Smith Coll,,,,,,"Cambridge, MA"
A_03364,Thomas,Newton George,,,,,,,,,1878,,American,M,Caucasian,Anglo-American,1,,"Central Coll, Northwestern U",,Professor,,,,"Cornwall, England; Chicago, IL"
A_03366,Thomas,Ross,,,,,,,,,1926,1995,American,M,,,,,,,,,,,"Oklahoma City, OK; Santa Barbara, CA"
A_03368,Thompson,Flora,,,,,,,,,1876,1947,British,F,,,,,,,Post Office,,,,"Juniper Hill, Oxfordshire, UK; Brixham, Devon, UK"
A_03370,Thompson,Jim,,,,,,,,,1906,1977,American,M,,,,,,,,Hardboiled,,,"Anadarko, OK; Hollywood, CA"
A_03371,Thompson,Maurice,,,,,,,,,1844,1901,American,M,Caucasian,,,,,,,Local Color,,,"Fairfield, IN; GA"
A_03372,Thompson,Paul B,,,,,,,,,1958,,American,M,,,,,U of NC,,,,,,"Chapel Hill, NC"
A_03374,Thorndike,John,,,,,,,,,1942,,American,M,,,,,"Harvard, Columbia",,,,,,"Athens, OH; Westport, CT"
A_03375,Thorndike,Russell,,,,,,,,,1885,1972,British,M,,,,,,,Actor,,,,"Rochester, Kent, UK; London, UK"
A_03377,Thorp,Roderick,,,,,,,,,1936,1999,American,M,Caucasian,,,,,,,,,,"New York, NY; Los Angeles, CA"
A_03379,Thurber,James,,,,,,,,,1894,1961,American,M,Caucasian,,,,OH State U,,,,,,"Columbus, OH; New York, NY"
