AUTH_ID,AUTH_LAST,AUTH_FIRST,ALT_FIRST,PSEUD_LAST_1,PSEUD_FIRST_1,PSEUD_LAST_2,PSEUD_FIRST_2,PSEUD_LAST_3,PSEUD_FIRST_3,CANON,DATE_B,DATE_D,NATIONALITY,GENDER,RACE,HYPHENATED_IDENTITY,IMMIGRANT,SEXUAL_IDENTITY,EDUCATION,MFA,SECONDARY_OCCUPATION,COTERIE,RELIGION,CLASS,GEOGRAPHY
A_02801,Pragnell,Festus,,,,,,,,,1905,1977,British,M,,,,,,,Police,,,,"Stourport, Worcester, UK; Romsey, UK"
A_02802,Prather,Richard S,,,,,,,,,1921,2007,American,M,Caucasian,,,,,,,,,,"Santa Ana, CA"
A_02807,Price,Eugenia,,,,,,,,,1916,1996,American,F,Caucasian,,,,OH U,,,,,,"Charleston, WV; St. Simons, GA"
A_02808,Price,Evadne,,Smith,Helen Zenna,,,,,,1896,1985,Australian,F,Caucasian,,,,,,,,,,"Merewether, New South Wales, Australia"
A_02809,Price,Richard,,,,,,,,,1949,,American,M,,,,,Cornell,Columbia,,,Jewish,,"New York, NY"
A_02810,Prichard,Katharine Susannah,,,,,,,,,1883,1969,Australian,F,,,,,,,Socialist,,,,"Launceston, Tasmania; Melbourne, Australia"
A_02811,Priestley,J. B.,,,,,,,,,1894,1984,English,M,Caucasian,,,,Cambridge,,,,,,"Bradford, West Yorkshire, UK; Stratford-Upon-Avon, Warwickshire, UK"
A_02814,Pringle,Terry,,,,,,,,,1947,,American,M,,,,,Texas A&I U,,,,,,"Jackson, MI; Abilene, TX"
A_02815,Pritchett,V. S.,Victor Sawdon,,,,,,,,1900,1997,British,M,,,,,,,,,,,"Ipswich, Suffolk, UK"
A_02816,Pronzini,Bill,,,,,,,,,1943,,American,M,Caucasian,,,,,,,,,,"Petaluma, CA"
A_02817,Prose,Francine,,,,,,,,,1947,,American,F,Caucasian,,,,Radcliffe Coll,,,,,,"New York, NY"
A_02818,Prouty,Olive Higgins,,,,,,,,,1882,1974,American,F,,,,,Smith Coll,,,,,,"Brookline, MA"
A_02820,Pulver,Mary Monica,,,,,,,,,,,American,F,,,,,,,,,,,
A_02821,Purdy,James,,,,,,,,,1914,2009,American,M,Caucasian,,,,Bowling Green State U,,,,,,
A_02826,Puzo,Mario,,,,,,,,,1920,1999,American,M,Caucasian,Italian-American,,,City Coll of NY,,,,,,"New York, NY"
A_02827,Pyle,Howard,,,,,,,,,1853,1911,American,M,Caucasian,,,,,,Illustrator,,,,"Wilmington, DE; Philadelphia, PA"
A_02829,Pym,Barbara,,,,,,,,,1913,1980,British,F,Caucasian,,,,Oxford,,Anthropologist,,,,"Oswestry, Shropshire, UK; London, UK"
A_02830,Pynchon,Thomas,,,,,,,,,1937,,American,M,Caucasian,,,,Cornell,,,,,,"Long Island, NY; New York, NY"
A_02831,Quammen,David,,,,,,,,,1948,,American,M,,,,,"Yale, Oxford",,,,,,"Cincinnati, OH; MT"
A_02832,Queen,Ellery,(House),Dannay,Frederic,Lee,Manfred Bennington,,,,,,American,,,,,,,,,,,,
A_02833,Quick,Herbert,,,,,,,,,1861,1925,American,M,Caucasian,,,,,,,,,,"Steamboat Rock, IA; Berkeley Springs, WV"
A_02836,Quinn,Seabury,,,,,,,,,1889,1969,American,M,Caucasian,,,,George Washington U Law,,,,,,"Washington, DC"
A_02838,Rachlin,Nahid,,,,,,,,,,,American,F,Caucasian,,,,,Stanford,,,,,
A_02839,Raddall,Thomas Head,,,,,,,,,1903,1994,Canadian,M,,British-Canadian,1,,,,,,,,"Hythe, Kent, UK; Liverpool, Nova Scotia, Canada"
A_02841,Ragen,Naomi,,,,,,,,,1949,,American,F,Caucasian,,,,"Brooklyn Coll, Hebrew U of Jerusalem",,,,Jewish,,"New York, NY; Jerusalem, Israel"
A_02842,Raine,William MacLeod,,,,,,,,,1871,1954,American,M,,,,,"Oberlin Coll, U of CO",,,,,,"London, UK; AR; Denver, CO"
A_02843,Rand,Ayn,,,,,,,,,1905,1982,American,F,Caucasian,Russian-American,1,,Saint Petersburg State U,,,,Jewish,,"St. Petersburg, Russia;  Hollywood, CA; New York, NY"
A_02844,Rand,Peter,,,,,,,,,1942,,American,M,Caucasian,,,,Johns Hopkins U,,,,,,
A_02845,Randall,John D.,,,,,,,,,1944,,American,M,,,,,,,Information Technology,,,,"Dayton, OH; Costa Rica"
A_02846,Randisi,Robert J,,,,,,,,,1951,,American,M,,,,,,,,,,,"New York, NY"
A_02849,Raphael,Rick,,,,,,,,,1919,1994,American,M,,,,,,,,,,,"New York, NY; Golden Valley, MN"
A_02851,Rawls,Wilson,,,,,,,,,1913,1984,American,M,Caucasian,,,,,,Carpenter,,,,"Scraper, OK; Albuquerque, NM"
A_02852,Rawn,Melanie,,,,,,,,,1954,,American,F,Caucasian,,,,Scripps Coll,,,,,,
A_02853,Rawson,Clayton,,,,,,,,,1906,1971,American,M,,,,,OH State U,,,,,,"Elyria, OH; Chicago, IL"
A_02854,Ray,Robert J.,Robert Joseph,,,,,,,,1935,,American,M,,,,,U of Texas at Austin,,Professor,,,,"Amarillo, TX; Irvine, CA"
A_02858,Read,Opie Percival,,,,,,,,,1852,1939,American,M,Caucasian,,,,,,,,,,"Nashville, TN; Chicago, IL"
A_02860,Rebeta-Burditt,Joyce,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,
A_02861,Rechy,John,,,,,,,,,1931,,American,M,Latino/a,Mexican-American,,Gay,U of TX-El Paso,,,,,,"El Paso, TX; Los Angeles, CA"
A_02862,Redner,Morton,,,,,,,,,,,American,M,Caucasian,,,,"Hobart Coll, UC Berkeley",,Technical Writer,,,,"Geneva, NY"
A_02863,Reed,Helen Leah,,,,,,,,,1860?,1926,American,F,,Canadian-American,1,,Radcliffe Coll,,,,,,"New Brunswick, Canada; Boston, MA; Cambridge, MA"
A_02864,Reed,Ishmael,,,,,,,,C,1938,,American,M,Black,African-American,,,,,Professor,,,,"Buffalo, NY; New York, NY; Oakland, CA"
A_02865,Reed,Myrtle,,,,,,,,,1874,1911,American,F,,,,,,,,,,,"Chicago, IL"
A_02866,Reed,Robert,,,,,,,,,1956,,American,M,,,,,NE Wesleyan U,,,,,,"Omaha, NE; Lincoln, NE"
A_02868,Reeve,Arthur B.,,,,,,,,,1880,1936,American,M,Caucasian,,,,"Princeton, New York Law",,Screenwriter,,,,"New York, NY"
A_02869,Reeves-Stevens,Garfield,,,,,,,,,1953,,American,M,,Canadian-American,,,,,,,,,"Los Angeles, CA"
A_02870,Reid,Forrest,,,,,,,,,1875,1947,Irish,M,,,,Gay,Cambridge,,,,,,"Belfast, Ireland"
A_02871,Reilly,Helen,,,,,,,,,1890,1962,American,F,Caucasian,,,,,,,,,,"New York, NY"
A_02872,Remarque,Erich Maria,,,,,,,,,1898,1970,German,M,Caucasian,,,,,,,,Catholic,,"Osnabruck, Lower Saxony, Germany; Locarno, Switzerland"
A_02873,Remington,Frederic,,,,,,,,,1861,1909,American,M,Caucasian,,,,Yale,,Illustrator,,,,"Canton, NY"
A_02874,Renault,Mary,,,,,,,,,1905,1983,British,F,Caucasian,,,Lesbian,,,,,,,"Forest Gate, Essex, UK; Cape Town, South Africa"
A_02875,Rendell,Ruth,,,,,,,,,1930,2015,British,F,Caucasian,,,,,,,,,,"London, UK"
A_02876,Renfroe,Mary Kay,,Wren,M. K,,,,,,1938,,American,F,,,,,,,,,,,"Amarillo, TX; OR"
A_02877,Resnick,Michael D,,,,,,,,,1942,,American,M,Caucasian,,,,U of Chicago,,,,,,"Chicago, IL"
A_02878,Reynolds,Clay,,,,,,,,,1949,,American,M,Caucasian,,,,"U of TX, Trinity U, U of Tulsa",,Professor,,Protestant,,"Quanah, TX; McKinney, TX; Dallax, TX"
A_02879,Reynolds,Jack,,,,,,,,,1913,1984,American,M,,,,,,,,,,,"Bangkok, Thailand"
A_02880,Rhinehart,Luke,,,,,,,,,1932,,American,M,Caucasian,,,,"Cornell, Columbia",,,,,,"Albany, NY"
A_02881,Rhodes,David,,,,,,,,,1946,,American,M,,,,,Marlboro Coll,U of IA,,,,,"Des Moines, IA"
A_02882,Rhodes,Eugene Manlove,,,,,,,,,1869,1934,American,M,Caucasian,,,,U of Pacific,,,,,,"Tecumseh, NE; Santa Fe, NM"
A_02883,Rhodes,W. H.,,,,,,,,,1822,1876,American,M,Caucasian,,,,Harvard Law,,,,,,"Windsor, NC; Galveston, TX; Laurel Hill, CA"
A_02884,Rice,Alice Caldwell Hegan,,,,,,,,,1870,1942,American,F,Caucasian,,,,,,,,,,"Shelbyville, KY"
A_02885,Rice,Anne,,Rampling,Anne,,,,,,1941,,American,F,Caucasian,,,,San Francisco State U,,,,Catholic,,"New Orleans, LA; San Francisco, CA"
A_02886,Rice,Luanne,,,,,,,,,1955,,American,F,,,,,,,,,,,"New Britain, CT; New York, NY"
A_02888,Rich,Meredith,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,
A_02889,Rich,Virginia,,,,,,,,,1914,1985,American,F,,,,,,,,,,,"Sibley, IA; Chicago, IL; Tucson, AZ"
A_02894,Richards,Judith,,,,,,,,,1938,,American,F,Caucasian,,,,,,,,,,"McLeansboro, IL; Montgomery, AL"
A_02895,Richards,Laura Elizabeth Howe,,,,,,,,,1850,1943,American,F,Caucasian,,,,,,,,,,"Boston, MA; Gardiner, ME"
A_02896,Richardson,Dorothy,,,,,,,,,1873,1957,British,F,Caucasian,,,,,,,Bloomsbury,,,"Abingdon, UK; London, UK"
A_02898,Richie,Donald,,,,,,,,,1924,2013,American,M,Caucasian,,,,,,Film Critic,,,,"Lima, OH; Tokyo, Japan; New York, NY"
A_02899,Richmond,Grace S.,Grace Louise Smith,,,,,,,,1866,1959,American,F,,,,,,,,,,,"Pawtucket, RI"
A_02900,Richmond,Lee,,,,,,,,,1943,,American,M,,,,,Williams Coll,,Mechanic,,Pantheist,,"Portsmouth, VA; Somerville, MA"
A_02901,Richter,Conrad,,,,,,,,,1890,1968,American,M,Caucasian,,,,,,,,,,PA; NM
A_02906,Rifkin,Shepard,,,,,,,,,1918,,American,M,,,,,CCNY,,Cab-driver,,,,"New York City, NY"
A_02907,Rigney,James Oliver,,Jordan,Robert,,,,,,1948,2007,American,M,Caucasian,,,,The Citadel,,,,Episcopal,,"Charleston, SC"
A_02908,Rihani,Ameen Fares,,,,,,,,,1876,1940,American,M,Arab,Lebanese-American,1,,New York Law,,,,,,"Freike, Lebanon; New York, NY"
A_02909,Riker,James,,,,,,,,,1822,1889,American,M,,,,,,,Historian,,,,"New York, NY; Goshen, NY"
A_02910,Riley,Judith Merkle,,,,,,,,,1942,2010,American,F,Caucasian,,,,Berkeley,,Professor,,,,"Livermore, CA; Claremont, CA"
A_02911,Rimmer,Robert H.,,,,,,,,,1917,2001,American,M,,,,,"Bates Coll, Harvard Business",,Printer,,,,"Boston, MA"
A_02912,Rinehart,Mary Roberts,,,,,,,,,1876,1958,American,F,Caucasian,,,,,,,,,,"Allegheny City, PA; Washington, DC; New York, NY"
A_02913,Rivers,Caryl,,,,,,,,,1937,,American,F,Caucasian,,,,"Trinity Coll, Columbia",,Journalist,,,,"Boston, MA"
A_02915,Rives,Amelie,,,,,,,,,1863,1945,American,F,Caucasian,,,,,,,,,,"Richmond, VA"
A_02916,Rives,Hallie Erminie,,,,,,,,,1876,1956,American,F,Caucasian,,,,,,,,,,"Christian County, KY"
A_02917,Robards,Karen,,,,,,,,,1954,,American,F,,,,,U of KS,,,,,,"Louisville, KY"
A_02918,Robbins,Harold,,,,,,,,,1916,1997,American,M,,Russian-American,,,,,,,Jewish,,"New York, NY; Palm Springs, FL"
A_02919,Robbins,Tom,,,,,,,,,1932,,American,M,Caucasian,,,,"VA Commonwealth U, U of WA",,,,,,"Blowing Rock, NC; Richmond, VA; La Conner, WA"
A_02920,Roberson,Jennifer,,,,,,,,,1953,,American,F,,,,,Northern AZ U,,,,,,"Kansas City, MO; Phoenix, AZ; Flagstaff, AZ"
A_02922,Roberts,Elizabeth Madox,,,,,,,,,1881,1941,American,F,Caucasian,,,,U of Chicago,,,,,,"Perryville, KY; Springfield, KY"
A_02923,Roberts,Gillian,,,,,,,,,1939,,American,F,Caucasian,,,,U of PA,,,,,,"Philadelphia, PA; Tiburon, CA"
A_02925,Roberts,Kenneth Lewis,,,,,,,,,1885,1957,American,M,Caucasian,,,,Cornell,,,,,,"Kennebunk, ME"
A_02926,Roberts,Nora,,,,,,,,,1950,,American,F,Caucasian,,,,,,,,,,"Silver Spring, MD; Keedysville, MD"
A_02928,Robertson,Morgan,,,,,,,,,1861,1915,American,M,Caucasian,,,,Cooper Union,,,,,,"New York, NY"
A_02929,Robins,Denise,,,,,,,,,1897,1985,British,F,Caucasian,,,,,,,,,,"London, UK"
A_02931,Robins,Elizabeth,,,,,,,,,1862,1952,American,F,Caucasian,,,,,,,,,,"Louisville, KY; Zanesville, OH; London, UK"
A_02934,Robinson,Frank M.,,,,,,,,,1926,2014,American,M,Caucasian,,,,,,,,,,"Chicago, IL; San Francisco, CA"
A_02935,Robinson,Henry Morton,,,,,,,,,1898,1961,American,M,,,,,Columbia,,,,,,"New York, NY"
A_02936,Robinson,Kim Stanley,,,,,,,,,1952,,American,M,Caucasian,,,,"U of CA-San Diego, Boston U",,,,,,"Waukegan, IL; Davis, CA"
A_02937,Robinson,Rowland Evans,,,,,,,,,1833,1900,American,M,Caucasian,,,,,,,,,,
A_02938,Robinson,Spider,,,,,,,,,1948,,American,M,Caucasian,,,,State U of NY-Stony Brook,,,,,,"New York, NY; Vancouver, British Columbia, Canada"
A_02941,Robson,Lucia St. Clair,,,,,,,,,,,American,F,Caucasian,,,,FL State U,,,,,,"Baltimore, MD"
A_02944,Rock,Phillip,,,,,,,,,1927,2004,American,M,,,,,,,,,,,"Los Angeles, CA"
A_02945,Rockwell,Carey,,,,,,,,,,,American,,,,,,,,,,,,
A_02947,Rockwood,Roy,(House),Stratemeyer,Edward,,,,,,,,American,,,,,,,,,,,,
A_02948,Roddenberry,Gene,,,,,,,,,1921,1991,American,M,Caucasian,,,,Los Angeles City Coll,,Screenwriter,,,,"Los Angeles, CA"
A_02950,Roe,Edward Payson,,,,,,,,,1838,1888,American,M,,,,,"Williams Coll, Auburn Theo Sem",,Minister,,Presbyterian,,"Moodna, NY; Cornwall-on-Hudson, NY"
A_02952,Rogan,Barbara,,,,,,,,,,,American,F,Caucasian,,,,St. John's Coll,,,,Jewish,,"New York, NY; Long Island, NY; Tel Aviv, Israel"
A_02954,Rogers,Joel Townsley,,,,,,,,,1896,1984,American,M,Caucasian,,,,Harvard,,,,,,"Sedalia, MO; Washington, DC"
A_02958,Rogers,Rosemary,,,,,,,,,1932,,American,F,Caucasian,,,,U of Ceylon,,,,,,"Panadura, Sri Lanka; Vallejo, CA"
A_02959,Rogers,Thomas,,,,,,,,,1927,2007,American,M,,,,,Harvard,U of IA,,,,,"Chicago, IL"
A_02961,Rolvaag,Ole,,,,,,,,,1876,1931,American,M,,Norwegian-American,,,St. Olaf Coll,,,,,,"Donna, Norway; Elk Point, SD; Northfield, MN"
A_02962,Romero,Orlando,,,,,,,,,1945,,American,M,Latino/a,,,,,,Historian,,,,"Santa Fe, NM"
A_02963,Roos,Kelley,,,,,,,,,1912,1982,American,F,,,,,Carnegie Mellon U,,,Cozy,,,"Elizabeth, NJ; New York, NY; Martha's Vineyand, CT"
A_02966,Rosca,Ninotchka,,,,,,,,,1946,,American,F,Asian/Pacific,Filipino/a,,,U of the Philippines,,,,,,"Phillipines; New York, NY"
A_02968,Rosen,Richard Dean,,,,,,,,,1949,,American,M,,,,,Harvard,,,,Jewish,,"Chicago, IL; Boston, MA"
A_02969,Rosenbach,A. S. W.,,,,,,,,,1876,1952,American,M,,,,,U of PA,,,,,,"Philadelphia, PA"
A_02970,Rosenberg,Joel,,,,,,,,,1954,2011,American,M,,Canadian-American,,,U of CT,,,,,,"Winnipeg, Canada; Minneapolis, MN"
A_02974,Ross,James,,,,,,,,,1911,1990,American,M,,,,,,,,,,,"Stanly County, NC"
A_02975,Ross,Lillian Bos,,,,,,,,,1898,1959,American,F,,Polish-Irish-American,,,,,Aircraft Warning Service,,,,"San Francisco, CA; France; Mojave Desert, CA"
A_02976,Ross,Malcolm,,,,,,,,,1932,,British,M,Caucasian,,,,"Falmouth School of Art, Slade of UCL",,Editor,,,,"Gloucestershire, England; Ireland"
A_02977,Rosshandler,Felicia,,,,,,,,,,,American,F,Caucasian,,,,,,,,,,"Havana, Cuba; New York, NY"
A_02978,Rossner,Judith,,,,,,,,,1935,2005,American,F,Caucasian,,,,,,,,,,"New York, NY"
A_02980,Roth,Henry,,,,,,,,C,1906,1995,American,M,Caucasian,Ukranian-American,1,,City Coll of NY,,,,Jewish,,"Galicia, Ukraine; New York, NY"
A_02981,Roth,Philip,,,,,,,,C,1933,,American,M,Caucasian,Ukranian-American,,,"Bucknell Coll, U of Chicago",,Professor,,Jewish,,"Newark, NY"
A_02982,Roth,Robert,,,,,,,,,1945,,American,M,,,,,,,Military ,,,,
A_02989,Rucker,Rudy v. B.,Rudy von Bitter,,,,,,,,1946,,American,M,Caucasian,,,,"Swarthmore Coll, Rutgers U",,Mathematician,,,,"Louisville, KY; San Jose, CA"
A_02990,Ruff,Matt,,,,,,,,,1965,,American,M,Caucasian,,,,Cornell,,,,,,"New York, NY; Seattle, WA"
A_02991,Rule,Jane,,,,,,,,,1931,2007,American,F,Caucasian,,,Lesbian,Mills Coll,,,,,,"Plainfield, NJ; Vancouver, British Columbia, Canada"
A_02992,Rumanes,George N,,,,,,,,,,,American,M,,Greek-American,1,,,,,,,,"Greece; West Hollywood, CA"
A_02995,Rushdie,Salman,,,,,,,,,1947,,American,M,South Asian,Anglo-Indian,1,,Cambridge,,,,Atheist,,"Mumbai, India; New York, NY"
A_02997,Russo,Richard,,,,,,,,,1949,,American,M,Caucasian,,,,U of AZ,,Professor,,,,"Gloversville, NY; Camden, ME"
A_02998,Rutherfurd,Edward,,,,,,,,,1948,,British,M,Caucasian,,,,"Cambridge, Stanford Business",,,,,,"Salisbury, Wiltshire, UK; Dublin, Ireland"
A_03000,Ryan,Marah Ellis,,,,,,,,,1866,1934,American,F,Caucasian,,,,,,Indian Rights,,,,"Los Angeles, CA"
A_03001,Sabatini,Rafael,,,,,,,,,1875,1950,Italian,M,Caucasian,Anglo-Italian,,,,,,,,,"Iesi, Italy; London, UK"
A_03002,Saberhagen,Fred,,,,,,,,,1930,2007,American,M,Caucasian,,,,,,,,Catholic,,"Chicago, IL; Albuquerque, NM"
A_03005,Sage,William,,,,,,,,,1864,,American,M,,,,,,,Businessman,,,,"Manchester, NH; New York City, NY"
A_03006,Saint,Dora Jessie,,Read,Miss,,,,,,1913,2012,British,F,Caucasian,,,,Cambridge,,,,,,"London, UK; Middlesex, UK; Shefford Woodlands,  West Berkshire, UK"
A_03007,Saint-Exupery,Antoine de,,,,,,,,,1900,1944,French,F,Caucasian,,,,Ecole des Beaux-Arts,,,,,,"Lyon, France"
A_03008,Sakol,Jeannie,,,,,,,,,1928,,American,F,,,,,,,,,Jewish,,"New York City, NY"
A_03009,Salamanca,J. R,,,,,,,,,1922,2013,American,M,,,,,U of London,,Professor,,,,"St. Petersburg, FL; London, UK; Potomac, MD"
A_03010,Salamon,Julie,,,,,,,,,1953,,American,F,Caucasian,,,,"Tufts U, NYU Law",,,,,,"Cincinnati, OH; New York, NY"
A_03011,Salter,James,,,,,,,,C,1925,,American,M,Caucasian,,,,West Point,,Screenwriter,,,,"Passaic, NJ"
A_03012,Saltus,Edgar,,,,,,,,,1855,1921,American,M,Caucasian,,,,"Yale, Columbia Law",,,,,,"New York, NY"
A_03013,Salvatore,R. A.,Robert Anthony,,,,,,,,1959,,American,M,,,,,Fitchburg State Coll,,,,,,"Leominster, MA"
A_03015,Sampson,Emma Speed,,,,,,,,,1868,1947,American,F,,,,,,,,,,,"KY; Richmond, VA"
A_03016,Sampson,Richard Henry,,Hull,Richard,,,,,,1896,1973,British,M,,,,,,,Military,,,,"London, UK"
A_03018,Sanborn,Kate,,,,,,,,,1839,1917,American,F,Caucasian,,,,,,,,,,"Hanover, NH; New York, NY"
A_03020,Sanchez,Thomas,,,,,,,,,1943,,American,M,,,,,,,,,,,"Oakland, CA"
A_03022,Sanders,Lawrence,,,,,,,,,1920,1998,American,M,,,,,Wabash Coll,,,,,,"New York, NY; Pampano Beach, FL"
A_03026,Saperstein,David,,,,,,,,,1937,,American,M,,,,,CUNY,,Filmmaker,,Jewish,,"New York City, NY; New Rochelle, NY"
A_03027,Sargent,Pamela,,,,,,,,,1948,,American,F,Caucasian,,,,State U of NY-Binghamton,,,,,,"Ithaca, NY; Albany, NY"
A_03028,Sarrantonio,Al,,,,,,,,,1952,,American,M,Caucasian,,,,Manhattan Coll,,,,,,"New York, NY; Long Island, NY"
A_03029,Sarton,May,,,,,,,,,1912,1995,American,F,Caucasian,,,Lesbian,,,,,Unitarian,,"Ghent, Belgium; Cambridge, MA; Santa Fe, NM; Nelson, NH"
A_03030,Sassoon,Siegfried,,,,,,,,,1886,1967,British,M,Caucasian,,,,Cambridge,,,,,,"Matfield, Kent, UK; London, UK"
A_03031,Satterthwait,Walter,,,,,,,,,1946,,American,M,Caucasian,,,,,,,Cozy,,,"Philadelphia, PA; Santa Fe, NM"
A_03032,Sauer,Julia L.,,,,,,,,,1891,1983,American,F,,,,,U of Rochester,,,,,,"Rochester, NY"
A_03033,Saul,John,,,,,,,,,1942,,American,M,Caucasian,,,Gay,,,,,,,"Whittier, CA; Seattle, CA"
A_03034,Saunders,Marshall,Margaret Marshall,,,,,,,,1861,1947,Canadian,F,Caucasian,,,,,,,,,,"Berwick, Nova Scotia, Canada; Toronto, Ontario, Canada"
A_03036,Savage,Elizabeth,,,,,,,,,1918,1989,American,F,,,,,,,,,,,"Georgetown, ME"
A_03037,Savage,Richard,,,,,,,,,1846,1903,American,M,Caucasian,,,,,,,,,,"San Francisco, CA; New York, NY"
A_03039,Sawyer,Ruth,,,,,,,,,1880,1970,American,F,Caucasian,,,,Columbia,,,,,,"New York, NY; ME"
A_03040,Sayers,Dorothy L.,,,,,,,,,1893,1957,British,F,Caucasian,,,,Oxford,,,,Anglican,,"Oxford, Oxfordshire, UK; London, UK"
A_03041,Scarborough,Dorothy,,,,,,,,,1878,1935,American,F,Caucasian,,,,"U of Chicago, Columbia",,Professor,,,,"Sweetwater, TX; New York, NY"
A_03047,Schine,Cathleen,,,,,,,,,1953,,American,F,Caucasian,,,,,,,,Jewish,,"New York, NY"
A_03048,Schmidt,Stanley,,,,,,,,,1944,,American,M,,,,,"U of Cincinnati, Case Western Reserve U",,Physicist,,,,"Cincinnati, OH; Tiffin, OH"
A_03050,Schmitz,James H.,,,,,,,,,1911,1981,American,M,Caucasian,,,,,,,,,,"Hamburg, Germany; Los Angeles, CA"
A_03051,Schnitzler,Arthur,,,,,,,,,1862,1931,Austrian,M,Caucasian,,,,U of Vienna Med,,,,Jewish,,"Vienna, Austria; Berkeley, CA"
A_03052,Schorr,Mark,,,,,,,,,1953,,American,M,Caucasian,,,,,,,,,,"Portland, OR"
A_03053,Schow,David J,,,,,,,,,1955,,American,M,Caucasian,German-American,1,,,,Screenwriter,,,,"Marburg, Germany; Los Angeles, CA"
A_03055,Schulberg,Budd,,,,,,,,,1914,2009,American,M,Caucasian,,,,Dartmouth,,Screenwriter,,,,"New York, NY; Los Angeles, CA; Long Island, NY"
A_03056,Schulman,J. Neil,Joseph Neil,,,,,,,,1953,,American,M,Caucasian,,,,,,Director,,,,"New York, NY"
A_03057,Schulman,Sarah,,,,,,,,,1958,,American,F,Caucasian,,,,Empire State Coll,,Activist,,,,"New York, NY"
A_03059,Schuyler,George S.,,,,,,,,,1895,1977,American,M,Black,African-American,,,,,,,,,"Providence, RI; Syracuse, NY; New York, NY"
A_03061,Schwartz,John Burnham,,,,,,,,,1965,,American,M,Caucasian,,,,Harvard,,,,,,"New York, NY"
A_03063,Schwartz,Lynne Sharon,,,,,,,,,1939,,American,F,Caucasian,,,,"Barnard Coll, Bryn Mawr Coll, NYU",,,,,,"New York, NY"
A_03064,Schwartz,Marian,,,,,,,,,,,American,F,Caucasian,,,,"Harvard, U of TX",,,,,,"New York, NY"
A_03068,Scott,John Reed,,,,,,,,,1869,1942,American,M,,,,,,,,,,,"Gettysburg, PA; Westminster, MD"
A_03069,Scott,Leroy,,,,,,,,,1875,1929,American,M,Caucasian,,,,U of IN,,,,,,"Fairmount, IN; New York, NY"
A_03070,Scott-Heron,Gil,,,,,,,,,1949,2011,American,M,Black,African-American,,,Lincoln U,Johns Hopkins,Musician,,,,"Chicago, IL; New York, NY"
A_03072,Searls,Hank,,,,,,,,,1922,,American,M,,,,,,,Screenwriter,,,,"San Francisco, CA"
A_03074,Seawell,Molly Elliot,,,,,,,,,1860,1916,American,F,Caucasian,,,,,,,,Catholic,,"Gloucester, VA; Baltimore, MD"
A_03076,Segal,Erich,,,,,,,,,1937,2010,American,M,Caucasian,,,,Harvard,,,,,,"New York, NY; London, UK"
A_03077,Segal,Lore Groszmann,,,,,,,,,1928,,American,F,,Austrian-American,1,,U of London,,Professor,,Jewish,,"Vienna, Austria; New York, NY"
A_03078,Selby,Hubert,,,,,,,,,1928,2004,American,M,Caucasian,,,,,,,,,,"New York, NY; Los Angeles, CA"
A_03080,Seltzer,Charles Alden,,,,,,,,,1875,1942,American,M,,,,,,,,,,,"Janesville, WI; Cleveland, OH"
A_03081,Serviss,Garrett Putman,,,,,,,,,1851,1929,American,M,Caucasian,,,,"Cornell, Columbia Law",,,,,,"New York, NY"
A_03082,Seton,Anya,,,,,,,,,1904,1990,American,F,Caucasian,,,,,,,,,,"Greenwich, CT"
A_03083,Seton,Ernest Thompson,,,,,,,,,1860,1946,British,M,Caucasian,,,,,,,,Theosophy,,"Toronto, Canada; Greenwich, CT; Seton Village, NM"
A_03085,Shaara,Michael,,,,,,,,,1928,1988,American,M,Caucasian,Italian-American,2,,Rutgers U,,Professor,,,,"Jersey City, NJ; Tallahassee, FL"
A_03087,Shange,Ntozake,,,,,,,,,1948,,American,F,Black,African-American,,,"Barnard Coll, U of Southern CA",,,,,,"Trenton, NJ; St. Louis, MO; New York, NY"
A_03088,Shankman,Sarah,,,,,,,,,,,American,F,Caucasian,,,,"U of LA, Emory U",,,Cozy,,,"Monroe, LA; New York, NY; Santa Fe, NM; San Francisco, CA"
A_03090,Sharee,Keith,,,,,,,,,,,American,,,,,,,,,,,,
A_03091,Sharp,Dallas Lore,,,,,,,,,1870,1929,American,M,,,,,"Brown, Boston U Theo",,Minister,,Episcopal,,"Haleyville, NJ; Boston, MA"
A_03094,Shatner,William,,,,,,,,,1931,,Canadian,M,Caucasian,,,,McGill U,,Actor,,Jewish,,"Montreal, Quebec, Canada; Los Angeles, CA"
A_03097,Shaw,Irwin,,,,,,,,,1913,1984,American,M,Caucasian,Russian-American,2,,Brooklyn Coll,,,,Jewish,,"New York, NY; Davos, Switzerland"
A_03098,Shay,Frank,,,,,,,,,1888,1954,American,M,,,,,,,,,,,"East Orange, NJ; Wellfleet, MA"
A_03100,Sheckley,Robert,,,,,,,,,1928,2005,American,M,Caucasian,,,,NYU,,,,Jewish,,"New York, NY; Maplewood, NJ"
A_03101,Sheen,Fulton J.,,,,,,,,,1895,1979,American,M,Caucasian,,,,"Catholic U of America, Catholic U of Leuven",,Minister,,Catholic,,"El Paso, IL; New York, NY; Newport, Wales, UK"
A_03102,Sheldon,Charles M.,,,,,,,,,1857,1946,American,M,Caucasian,,,,,,Minister,,Congregational,,"Wellsville, NY; Topeka, KS"
